Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Day,Order Month,Order Year,month_no,Month,year,Profit Margin,Discount Amount,Sales Per Unit
OD7891,Peer,Bakery,Cakes,Ooty,2018-12-11,Central,1150,0.17,506.0,Tamil Nadu,11,12,2018,12,December,2018,44.0,195.5,1385.54
OD7893,Kumar,Oil & Masala,Masalas,Karur,2016-09-03,East,2281,0.22,912.4,Tamil Nadu,3,9,2016,9,September,2016,40.0,501.82,2924.36
OD7896,Adavan,Snacks,Chocolates,Namakkal,2016-07-11,East,1333,0.24,106.64,Tamil Nadu,11,7,2016,7,July,2016,8.0,319.92,1753.95
OD7902,Amy,Bakery,Biscuits,Vellore,2017-09-05,East,733,0.34,329.85,Tamil Nadu,5,9,2017,9,September,2017,45.0,249.22,1110.61
OD7910,Ramesh,Oil & Masala,Edible Oil & Ghee,Nagercoil,2015-02-06,South,1592,0.14,191.04,Tamil Nadu,6,2,2015,2,February,2015,12.0,222.88,1851.16
OD7913,Suresh,Fruits & Veggies,Organic Fruits,Cumbum,2015-09-08,South,773,0.31,324.66,Tamil Nadu,8,9,2015,9,September,2015,42.0,239.63,1120.29
OD7914,Yusuf,Bakery,Breads & Buns,Theni,2015-09-08,South,910,0.1,63.7,Tamil Nadu,8,9,2015,9,September,2015,7.0,91.0,1011.11
OD7916,Peer,Fruits & Veggies,Organic Vegetables,Namakkal,2015-02-06,South,1699,0.35,118.93,Tamil Nadu,6,2,2015,2,February,2015,7.0,594.65,2613.85
OD7919,Malik,Fruits & Veggies,Organic Vegetables,Theni,2016-07-02,South,942,0.35,386.22,Tamil Nadu,2,7,2016,7,July,2016,41.0,329.7,1449.23
OD7921,Willams,Beverages,Soft Drinks,Karur,2016-06-11,South,1544,0.2,386.0,Tamil Nadu,11,6,2016,6,June,2016,25.0,308.8,1930.0
OD7924,Vince,Snacks,Chocolates,Bodi,2018-11-04,South,1474,0.12,456.94,Tamil Nadu,4,11,2018,11,November,2018,31.0,176.88,1675.0
OD7925,Rumaiza,Fruits & Veggies,Fresh Vegetables,Madurai,2018-01-02,South,1448,0.19,492.32,Tamil Nadu,2,1,2018,1,January,2018,34.0,275.12,1787.65
OD7931,Alan,"Eggs, Meat & Fish",Mutton,Salem,2016-09-06,West,727,0.17,43.62,Tamil Nadu,6,9,2016,9,September,2016,6.0,123.59,875.9
OD7933,Hafiz,"Eggs, Meat & Fish",Eggs,Perambalur,2015-11-11,West,718,0.27,244.12,Tamil Nadu,11,11,2015,11,November,2015,34.0,193.86,983.56
OD7935,Arvind,"Eggs, Meat & Fish",Mutton,Vellore,2015-10-02,West,1375,0.21,247.5,Tamil Nadu,2,10,2015,10,October,2015,18.0,288.75,1740.51
OD7936,Roshan,Oil & Masala,Masalas,Ramanadhapuram,2017-10-10,West,2078,0.15,228.58,Tamil Nadu,10,10,2017,10,October,2017,11.0,311.7,2444.71
OD7939,Peer,Food Grains,Dals & Pulses,Nagercoil,2018-04-01,West,1750,0.34,577.5,Tamil Nadu,1,4,2018,4,April,2018,33.0,595.0,2651.52
OD7940,Vidya,Fruits & Veggies,Organic Vegetables,Madurai,2015-10-02,West,2344,0.22,398.48,Tamil Nadu,2,10,2015,10,October,2015,17.0,515.68,3005.13
OD7941,James,Snacks,Cookies,Dharmapuri,2018-11-10,West,1477,0.21,561.26,Tamil Nadu,10,11,2018,11,November,2018,38.0,310.17,1869.62
OD7944,Krithika,Food Grains,Atta & Flour,Theni,2017-10-07,West,1252,0.13,187.8,Tamil Nadu,7,10,2017,10,October,2017,15.0,162.76,1439.08
OD7945,Ganesh,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2015-10-02,West,702,0.35,224.64,Tamil Nadu,2,10,2015,10,October,2015,32.0,245.7,1080.0
OD7952,Hussain,Food Grains,Atta & Flour,Namakkal,2018-11-10,West,1406,0.14,365.56,Tamil Nadu,10,11,2018,11,November,2018,26.0,196.84,1634.88
OD7956,Veronica,Bakery,Breads & Buns,Krishnagiri,2018-11-10,West,1825,0.21,766.5,Tamil Nadu,10,11,2018,11,November,2018,42.0,383.25,2310.13
OD7958,Sabeela,Beverages,Health Drinks,Viluppuram,2016-11-08,East,1276,0.31,484.88,Tamil Nadu,8,11,2016,11,November,2016,38.0,395.56,1849.28
OD7961,Vinne,"Eggs, Meat & Fish",Chicken,Perambalur,2016-11-08,East,2406,0.18,336.84,Tamil Nadu,8,11,2016,11,November,2016,14.0,433.08,2934.15
OD7962,Mathew,Snacks,Cookies,Madurai,2017-12-12,East,1131,0.28,395.85,Tamil Nadu,12,12,2017,12,December,2017,35.0,316.68,1570.83
OD7965,Muneer,Oil & Masala,Edible Oil & Ghee,Theni,2018-11-12,East,2459,0.34,319.67,Tamil Nadu,12,11,2018,11,November,2018,13.0,836.06,3725.76
OD7967,Jonas,Fruits & Veggies,Organic Fruits,Virudhunagar,2017-07-10,East,912,0.15,100.32,Tamil Nadu,10,7,2017,7,July,2017,11.0,136.8,1072.94
OD7968,Ram,"Eggs, Meat & Fish",Eggs,Tirunelveli,2018-03-05,South,751,0.24,112.65,Tamil Nadu,5,3,2018,3,March,2018,15.0,180.24,988.16
OD7969,Vinne,Bakery,Cakes,Pudukottai,2017-08-01,West,1229,0.14,368.7,Tamil Nadu,1,8,2017,8,August,2017,30.0,172.06,1429.07
OD7973,Shree,Fruits & Veggies,Organic Vegetables,Karur,2018-06-01,Central,1531,0.31,505.23,Tamil Nadu,1,6,2018,6,June,2018,33.0,474.61,2218.84
OD7974,Willams,Food Grains,Dals & Pulses,Namakkal,2018-06-01,Central,1486,0.35,520.1,Tamil Nadu,1,6,2018,6,June,2018,35.0,520.1,2286.15
OD7976,Mathew,"Eggs, Meat & Fish",Chicken,Bodi,2016-10-09,Central,1648,0.18,181.28,Tamil Nadu,9,10,2016,10,October,2016,11.0,296.64,2009.76
OD7977,Sabeela,Food Grains,Rice,Virudhunagar,2016-10-09,Central,2105,0.13,842.0,Tamil Nadu,9,10,2016,10,October,2016,40.0,273.65,2419.54
OD7978,Rumaiza,Fruits & Veggies,Organic Vegetables,Nagercoil,2017-12-08,Central,810,0.33,48.6,Tamil Nadu,8,12,2017,12,December,2017,6.0,267.3,1208.96
OD7990,James,Beverages,Soft Drinks,Ooty,2016-09-04,Central,556,0.33,127.88,Tamil Nadu,4,9,2016,9,September,2016,23.0,183.48,829.85
OD7995,Ram,Fruits & Veggies,Fresh Fruits,Virudhunagar,2017-12-09,Central,1922,0.31,480.5,Tamil Nadu,9,12,2017,12,December,2017,25.0,595.82,2785.51
OD7996,Ram,Bakery,Biscuits,Chennai,2018-11-05,Central,809,0.13,186.07,Tamil Nadu,5,11,2018,11,November,2018,23.0,105.17,929.89
OD7999,Shree,Beverages,Health Drinks,Theni,2018-09-08,Central,2314,0.11,439.66,Tamil Nadu,8,9,2018,9,September,2018,19.0,254.54,2600.0
OD8000,Hussain,Bakery,Breads & Buns,Nagercoil,2017-07-08,Central,1466,0.21,483.78,Tamil Nadu,8,7,2017,7,July,2017,33.0,307.86,1855.7
OD8001,Alan,Fruits & Veggies,Fresh Fruits,Tirunelveli,2018-07-03,Central,1492,0.26,119.36,Tamil Nadu,3,7,2018,7,July,2018,8.0,387.92,2016.22
OD8003,Ganesh,Beverages,Soft Drinks,Dindigul,2016-09-11,East,2015,0.27,604.5,Tamil Nadu,11,9,2016,9,September,2016,30.0,544.05,2760.27
OD8006,Peer,Snacks,Chocolates,Viluppuram,2018-11-09,East,1846,0.2,498.42,Tamil Nadu,9,11,2018,11,November,2018,27.0,369.2,2307.5
OD8010,Amy,Oil & Masala,Edible Oil & Ghee,Nagercoil,2018-07-07,East,1001,0.2,450.45,Tamil Nadu,7,7,2018,7,July,2018,45.0,200.2,1251.25
OD8013,Arutra,Food Grains,Organic Staples,Dharmapuri,2018-09-08,East,833,0.13,99.96,Tamil Nadu,8,9,2018,9,September,2018,12.0,108.29,957.47
OD8019,Vinne,Snacks,Cookies,Theni,2015-04-05,South,1844,0.19,331.92,Tamil Nadu,5,4,2015,4,April,2015,18.0,350.36,2276.54
OD8020,Ram,"Eggs, Meat & Fish",Fish,Kanyakumari,2015-03-11,South,1975,0.32,869.0,Tamil Nadu,11,3,2015,3,March,2015,44.0,632.0,2904.41
OD8024,Malik,Oil & Masala,Masalas,Namakkal,2015-03-11,South,1400,0.34,336.0,Tamil Nadu,11,3,2015,3,March,2015,24.0,476.0,2121.21
OD8025,Shah,Bakery,Biscuits,Ooty,2016-08-07,South,1777,0.2,799.65,Tamil Nadu,7,8,2016,8,August,2016,45.0,355.4,2221.25
OD8030,Ravi,Bakery,Cakes,Tenkasi,2018-11-02,South,2128,0.21,744.8,Tamil Nadu,2,11,2018,11,November,2018,35.0,446.88,2693.67
OD8032,Vinne,Snacks,Noodles,Ooty,2018-04-01,South,2293,0.19,160.51,Tamil Nadu,1,4,2018,4,April,2018,7.0,435.67,2830.86
OD8035,Komal,Food Grains,Dals & Pulses,Theni,2018-01-02,West,1716,0.3,154.44,Tamil Nadu,2,1,2018,1,January,2018,9.0,514.8,2451.43
OD8039,Haseena,Food Grains,Organic Staples,Ooty,2015-11-02,West,2417,0.34,217.53,Tamil Nadu,2,11,2015,11,November,2015,9.0,821.78,3662.12
OD8040,Sudha,Snacks,Noodles,Krishnagiri,2015-04-06,West,813,0.27,300.81,Tamil Nadu,6,4,2015,4,April,2015,37.0,219.51,1113.7
OD8042,Adavan,Oil & Masala,Spices,Coimbatore,2018-12-10,West,1252,0.27,363.08,Tamil Nadu,10,12,2018,12,December,2018,29.0,338.04,1715.07
OD8044,Shah,Beverages,Soft Drinks,Dharmapuri,2018-05-02,West,806,0.1,177.32,Tamil Nadu,2,5,2018,5,May,2018,22.0,80.6,895.56
OD8045,Akash,Bakery,Biscuits,Krishnagiri,2018-03-10,West,606,0.33,193.92,Tamil Nadu,10,3,2018,3,March,2018,32.0,199.98,904.48
OD8053,Veronica,Beverages,Soft Drinks,Nagercoil,2015-11-02,West,1765,0.13,353.0,Tamil Nadu,2,11,2015,11,November,2015,20.0,229.45,2028.74
OD8058,Sabeela,Snacks,Noodles,Salem,2016-03-01,West,1386,0.18,318.78,Tamil Nadu,1,3,2016,3,March,2016,23.0,249.48,1690.24
OD8059,Krithika,Food Grains,Atta & Flour,Tenkasi,2017-08-04,West,1097,0.3,197.46,Tamil Nadu,4,8,2017,8,August,2017,18.0,329.1,1567.14
OD8061,Amy,Fruits & Veggies,Organic Fruits,Vellore,2017-08-02,West,1943,0.33,796.63,Tamil Nadu,2,8,2017,8,August,2017,41.0,641.19,2900.0
OD8063,Surya,Fruits & Veggies,Fresh Fruits,Bodi,2016-12-04,West,1344,0.27,268.8,Tamil Nadu,4,12,2016,12,December,2016,20.0,362.88,1841.1
OD8067,Hussain,Food Grains,Dals & Pulses,Chennai,2018-02-11,West,2035,0.32,529.1,Tamil Nadu,11,2,2018,2,February,2018,26.0,651.2,2992.65
OD8069,Amrish,Food Grains,Organic Staples,Bodi,2017-02-07,West,1240,0.33,384.4,Tamil Nadu,7,2,2017,2,February,2017,31.0,409.2,1850.75
OD8072,Komal,Food Grains,Rice,Tenkasi,2018-09-11,West,1489,0.3,282.91,Tamil Nadu,11,9,2018,9,September,2018,19.0,446.7,2127.14
OD8077,Hafiz,Oil & Masala,Edible Oil & Ghee,Madurai,2017-04-01,Central,1382,0.31,69.1,Tamil Nadu,1,4,2017,4,April,2017,5.0,428.42,2002.9
OD8083,Sundar,Snacks,Chocolates,Madurai,2015-11-03,Central,1451,0.14,188.63,Tamil Nadu,3,11,2015,11,November,2015,13.0,203.14,1687.21
OD8094,Amrish,Oil & Masala,Edible Oil & Ghee,Dindigul,2017-10-02,Central,2077,0.12,311.55,Tamil Nadu,2,10,2017,10,October,2017,15.0,249.24,2360.23
OD8101,Roshan,Snacks,Noodles,Salem,2018-09-03,Central,1101,0.3,429.39,Tamil Nadu,3,9,2018,9,September,2018,39.0,330.3,1572.86
OD8102,Rumaiza,Oil & Masala,Spices,Vellore,2017-01-03,Central,881,0.13,299.54,Tamil Nadu,3,1,2017,1,January,2017,34.0,114.53,1012.64
OD8103,Sudeep,Snacks,Noodles,Vellore,2017-09-06,Central,1150,0.25,195.5,Tamil Nadu,6,9,2017,9,September,2017,17.0,287.5,1533.33
OD8104,Jonas,Oil & Masala,Edible Oil & Ghee,Cumbum,2016-11-02,Central,1398,0.25,321.54,Tamil Nadu,2,11,2016,11,November,2016,23.0,349.5,1864.0
OD8107,Sabeela,Snacks,Cookies,Chennai,2015-11-12,Central,2104,0.28,946.8,Tamil Nadu,12,11,2015,11,November,2015,45.0,589.12,2922.22
OD8108,Vinne,Oil & Masala,Edible Oil & Ghee,Dindigul,2017-01-03,Central,1123,0.3,449.2,Tamil Nadu,3,1,2017,1,January,2017,40.0,336.9,1604.29
OD8111,Hussain,Beverages,Health Drinks,Dharmapuri,2016-05-02,Central,839,0.32,218.14,Tamil Nadu,2,5,2016,5,May,2016,26.0,268.48,1233.82
OD8112,Anu,Food Grains,Rice,Coimbatore,2017-11-11,Central,1792,0.22,627.2,Tamil Nadu,11,11,2017,11,November,2017,35.0,394.24,2297.44
OD8120,Vince,"Eggs, Meat & Fish",Chicken,Salem,2017-09-08,Central,650,0.13,273.0,Tamil Nadu,8,9,2017,9,September,2017,42.0,84.5,747.13
OD8122,Sundar,Food Grains,Organic Staples,Tirunelveli,2017-01-03,Central,1471,0.32,161.81,Tamil Nadu,3,1,2017,1,January,2017,11.0,470.72,2163.24
OD8123,Alan,Bakery,Biscuits,Viluppuram,2015-10-10,Central,1434,0.2,114.72,Tamil Nadu,10,10,2015,10,October,2015,8.0,286.8,1792.5
OD8125,Sheeba,Beverages,Soft Drinks,Perambalur,2016-05-04,Central,1533,0.31,444.57,Tamil Nadu,4,5,2016,5,May,2016,29.0,475.23,2221.74
OD8127,Akash,Fruits & Veggies,Fresh Vegetables,Kanyakumari,2015-10-10,Central,566,0.25,39.62,Tamil Nadu,10,10,2015,10,October,2015,7.0,141.5,754.67
OD8129,Surya,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2018-08-01,Central,1685,0.17,168.5,Tamil Nadu,1,8,2018,8,August,2018,10.0,286.45,2030.12
OD8130,Willams,Snacks,Cookies,Tirunelveli,2015-09-02,Central,683,0.21,54.64,Tamil Nadu,2,9,2015,9,September,2015,8.0,143.43,864.56
OD8131,Jonas,Oil & Masala,Masalas,Tirunelveli,2016-10-02,East,1614,0.17,645.6,Tamil Nadu,2,10,2016,10,October,2016,40.0,274.38,1944.58
OD8134,Ridhesh,Food Grains,Organic Staples,Pudukottai,2016-12-10,East,2422,0.13,1041.46,Tamil Nadu,10,12,2016,12,December,2016,43.0,314.86,2783.91
OD8136,Adavan,Fruits & Veggies,Organic Vegetables,Cumbum,2016-11-01,East,929,0.15,213.67,Tamil Nadu,1,11,2016,11,November,2016,23.0,139.35,1092.94
OD8137,Malik,Fruits & Veggies,Fresh Fruits,Theni,2015-08-05,East,1552,0.29,496.64,Tamil Nadu,5,8,2015,8,August,2015,32.0,450.08,2185.92
OD8139,Willams,Beverages,Health Drinks,Virudhunagar,2018-10-02,East,2389,0.26,597.25,Tamil Nadu,2,10,2018,10,October,2018,25.0,621.14,3228.38
OD8140,Sharon,Food Grains,Organic Staples,Trichy,2017-03-04,East,2369,0.35,307.97,Tamil Nadu,4,3,2017,3,March,2017,13.0,829.15,3644.62
OD8142,Kumar,Snacks,Noodles,Dindigul,2018-09-02,East,1046,0.18,449.78,Tamil Nadu,2,9,2018,9,September,2018,43.0,188.28,1275.61
OD8144,Ganesh,Snacks,Noodles,Ooty,2017-11-11,East,668,0.22,173.68,Tamil Nadu,11,11,2017,11,November,2017,26.0,146.96,856.41
OD8149,Yadav,Oil & Masala,Masalas,Pudukottai,2017-01-02,East,527,0.22,152.83,Tamil Nadu,2,1,2017,1,January,2017,29.0,115.94,675.64
OD8151,Amrish,Fruits & Veggies,Fresh Vegetables,Karur,2016-09-06,East,1241,0.19,359.89,Tamil Nadu,6,9,2016,9,September,2016,29.0,235.79,1532.1
OD8152,Krithika,Food Grains,Rice,Krishnagiri,2015-12-04,East,1028,0.14,370.08,Tamil Nadu,4,12,2015,12,December,2015,36.0,143.92,1195.35
OD8153,Adavan,Oil & Masala,Masalas,Krishnagiri,2018-11-10,East,1613,0.12,338.73,Tamil Nadu,10,11,2018,11,November,2018,21.0,193.56,1832.95
OD8156,Mathew,"Eggs, Meat & Fish",Mutton,Krishnagiri,2018-09-02,East,1068,0.27,128.16,Tamil Nadu,2,9,2018,9,September,2018,12.0,288.36,1463.01
OD8160,Sundar,Fruits & Veggies,Organic Vegetables,Virudhunagar,2018-12-11,East,509,0.2,50.9,Tamil Nadu,11,12,2018,12,December,2018,10.0,101.8,636.25
OD8161,Sudeep,Food Grains,Dals & Pulses,Ooty,2015-07-11,East,1271,0.26,521.11,Tamil Nadu,11,7,2015,7,July,2015,41.0,330.46,1717.57
OD8163,Rumaiza,Fruits & Veggies,Organic Vegetables,Vellore,2018-09-02,East,1567,0.25,548.45,Tamil Nadu,2,9,2018,9,September,2018,35.0,391.75,2089.33
OD8167,Jackson,Fruits & Veggies,Fresh Fruits,Kanyakumari,2018-10-05,East,913,0.12,54.78,Tamil Nadu,5,10,2018,10,October,2018,6.0,109.56,1037.5
OD8168,James,Bakery,Cakes,Tenkasi,2017-05-12,East,1076,0.17,279.76,Tamil Nadu,12,5,2017,5,May,2017,26.0,182.92,1296.39
OD8169,Shah,Food Grains,Rice,Perambalur,2018-10-05,East,721,0.23,165.83,Tamil Nadu,5,10,2018,10,October,2018,23.0,165.83,936.36
OD8170,Amrish,Bakery,Cakes,Pudukottai,2018-07-08,East,1148,0.3,459.2,Tamil Nadu,8,7,2018,7,July,2018,40.0,344.4,1640.0
OD8171,Adavan,Beverages,Soft Drinks,Madurai,2016-09-07,East,1126,0.22,349.06,Tamil Nadu,7,9,2016,9,September,2016,31.0,247.72,1443.59
OD8173,Vidya,Snacks,Cookies,Virudhunagar,2016-07-06,East,545,0.15,49.05,Tamil Nadu,6,7,2016,7,July,2016,9.0,81.75,641.18
OD8174,Vince,Oil & Masala,Masalas,Tirunelveli,2018-06-03,East,1643,0.13,673.63,Tamil Nadu,3,6,2018,6,June,2018,41.0,213.59,1888.51
OD8177,Vinne,Snacks,Noodles,Krishnagiri,2018-02-06,East,1541,0.14,493.12,Tamil Nadu,6,2,2018,2,February,2018,32.0,215.74,1791.86
OD8179,Vinne,Oil & Masala,Edible Oil & Ghee,Coimbatore,2018-12-05,East,1754,0.21,491.12,Tamil Nadu,5,12,2018,12,December,2018,28.0,368.34,2220.25
OD8182,Komal,Oil & Masala,Masalas,Pudukottai,2018-03-12,East,1852,0.25,129.64,Tamil Nadu,12,3,2018,3,March,2018,7.0,463.0,2469.33
OD8185,Hafiz,Snacks,Noodles,Tirunelveli,2015-08-04,East,621,0.1,124.2,Tamil Nadu,4,8,2015,8,August,2015,20.0,62.1,690.0
OD8188,Hafiz,Fruits & Veggies,Organic Fruits,Vellore,2018-09-08,East,1603,0.11,625.17,Tamil Nadu,8,9,2018,9,September,2018,39.0,176.33,1801.12
OD8189,Aditi,Beverages,Health Drinks,Bodi,2016-03-05,East,2471,0.14,444.78,Tamil Nadu,5,3,2016,3,March,2016,18.0,345.94,2873.26
OD8190,Yusuf,Oil & Masala,Masalas,Kanyakumari,2018-11-12,East,1107,0.12,88.56,Tamil Nadu,12,11,2018,11,November,2018,8.0,132.84,1257.95
OD8191,Arutra,Food Grains,Atta & Flour,Karur,2016-01-12,East,1495,0.13,313.95,Tamil Nadu,12,1,2016,1,January,2016,21.0,194.35,1718.39
OD8193,Ravi,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2017-12-06,East,1716,0.34,308.88,Tamil Nadu,6,12,2017,12,December,2017,18.0,583.44,2600.0
OD8194,Sabeela,Fruits & Veggies,Organic Fruits,Tirunelveli,2017-11-07,East,795,0.22,39.75,Tamil Nadu,7,11,2017,11,November,2017,5.0,174.9,1019.23
OD8195,Sheeba,Food Grains,Dals & Pulses,Bodi,2015-03-02,East,2400,0.29,792.0,Tamil Nadu,2,3,2015,3,March,2015,33.0,696.0,3380.28
OD8196,Peer,"Eggs, Meat & Fish",Fish,Madurai,2018-09-09,East,2110,0.29,675.2,Tamil Nadu,9,9,2018,9,September,2018,32.0,611.9,2971.83
OD8197,Muneer,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-09-09,East,1565,0.35,187.8,Tamil Nadu,9,9,2018,9,September,2018,12.0,547.75,2407.69
OD8199,Suresh,Snacks,Noodles,Tenkasi,2018-11-04,East,2227,0.35,556.75,Tamil Nadu,4,11,2018,11,November,2018,25.0,779.45,3426.15
OD8200,Arutra,Fruits & Veggies,Fresh Vegetables,Bodi,2018-12-04,East,2480,0.3,744.0,Tamil Nadu,4,12,2018,12,December,2018,30.0,744.0,3542.86
OD8203,Surya,Fruits & Veggies,Fresh Fruits,Bodi,2015-12-02,East,1556,0.22,466.8,Tamil Nadu,2,12,2015,12,December,2015,30.0,342.32,1994.87
OD8206,Rumaiza,Fruits & Veggies,Fresh Fruits,Viluppuram,2015-12-05,East,1915,0.31,383.0,Tamil Nadu,5,12,2015,12,December,2015,20.0,593.65,2775.36
OD8210,Ramesh,Beverages,Soft Drinks,Perambalur,2015-12-05,East,1940,0.33,659.6,Tamil Nadu,5,12,2015,12,December,2015,34.0,640.2,2895.52
OD8211,Sudeep,Food Grains,Rice,Ooty,2018-12-02,East,692,0.31,235.28,Tamil Nadu,2,12,2018,12,December,2018,34.0,214.52,1002.9
OD8212,Suresh,Food Grains,Dals & Pulses,Bodi,2016-01-12,East,859,0.1,266.29,Tamil Nadu,12,1,2016,1,January,2016,31.0,85.9,954.44
OD8214,Alan,"Eggs, Meat & Fish",Mutton,Salem,2017-11-05,East,871,0.21,113.23,Tamil Nadu,5,11,2017,11,November,2017,13.0,182.91,1102.53
OD8215,Verma,Fruits & Veggies,Organic Fruits,Tirunelveli,2017-09-01,East,2435,0.22,681.8,Tamil Nadu,1,9,2017,9,September,2017,28.0,535.7,3121.79
OD8217,Sheeba,"Eggs, Meat & Fish",Chicken,Karur,2016-01-12,East,605,0.19,242.0,Tamil Nadu,12,1,2016,1,January,2016,40.0,114.95,746.91
OD8219,Sundar,Beverages,Soft Drinks,Tirunelveli,2015-09-07,East,2478,0.27,619.5,Tamil Nadu,7,9,2015,9,September,2015,25.0,669.06,3394.52
OD8221,Shree,Fruits & Veggies,Organic Fruits,Vellore,2016-01-12,East,1811,0.21,760.62,Tamil Nadu,12,1,2016,1,January,2016,42.0,380.31,2292.41
OD8222,Veena,Snacks,Noodles,Madurai,2017-10-09,East,2155,0.14,581.85,Tamil Nadu,9,10,2017,10,October,2017,27.0,301.7,2505.81
OD8225,Ramesh,Food Grains,Dals & Pulses,Ramanadhapuram,2018-11-02,East,2422,0.19,1041.46,Tamil Nadu,2,11,2018,11,November,2018,43.0,460.18,2990.12
OD8228,Sundar,Beverages,Health Drinks,Bodi,2016-09-07,East,964,0.25,424.16,Tamil Nadu,7,9,2016,9,September,2016,44.0,241.0,1285.33
OD8229,Verma,Food Grains,Rice,Tenkasi,2016-03-05,East,1307,0.2,548.94,Tamil Nadu,5,3,2016,3,March,2016,42.0,261.4,1633.75
OD8230,Ravi,Snacks,Cookies,Dindigul,2018-09-09,East,1009,0.18,70.63,Tamil Nadu,9,9,2018,9,September,2018,7.0,181.62,1230.49
OD8231,Arutra,Oil & Masala,Spices,Madurai,2015-09-07,East,2220,0.11,310.8,Tamil Nadu,7,9,2015,9,September,2015,14.0,244.2,2494.38
OD8233,Vince,Bakery,Breads & Buns,Karur,2015-12-02,South,973,0.15,243.25,Tamil Nadu,2,12,2015,12,December,2015,25.0,145.95,1144.71
OD8235,Hafiz,Snacks,Chocolates,Cumbum,2015-04-04,South,983,0.22,403.03,Tamil Nadu,4,4,2015,4,April,2015,41.0,216.26,1260.26
OD8239,Vince,Oil & Masala,Edible Oil & Ghee,Pudukottai,2017-09-12,South,1772,0.22,708.8,Tamil Nadu,12,9,2017,9,September,2017,40.0,389.84,2271.79
OD8249,Hafiz,Bakery,Breads & Buns,Dindigul,2015-04-07,South,2156,0.2,754.6,Tamil Nadu,7,4,2015,4,April,2015,35.0,431.2,2695.0
OD8254,Veronica,Food Grains,Dals & Pulses,Karur,2016-11-12,South,1784,0.1,588.72,Tamil Nadu,12,11,2016,11,November,2016,33.0,178.4,1982.22
OD8256,Shah,Snacks,Noodles,Pudukottai,2015-07-01,South,2150,0.17,602.0,Tamil Nadu,1,7,2015,7,July,2015,28.0,365.5,2590.36
OD8257,Hussain,Snacks,Chocolates,Bodi,2018-11-03,South,508,0.2,45.72,Tamil Nadu,3,11,2018,11,November,2018,9.0,101.6,635.0
OD8259,Adavan,Bakery,Breads & Buns,Viluppuram,2018-06-04,South,2189,0.15,350.24,Tamil Nadu,4,6,2018,6,June,2018,16.0,328.35,2575.29
OD8263,Peer,"Eggs, Meat & Fish",Chicken,Pudukottai,2017-10-04,South,1319,0.25,197.85,Tamil Nadu,4,10,2017,10,October,2017,15.0,329.75,1758.67
OD8266,Amrish,Snacks,Cookies,Salem,2017-01-04,South,1814,0.16,253.96,Tamil Nadu,4,1,2017,1,January,2017,14.0,290.24,2159.52
OD8267,Vinne,Fruits & Veggies,Organic Vegetables,Krishnagiri,2018-12-11,South,1336,0.15,561.12,Tamil Nadu,11,12,2018,12,December,2018,42.0,200.4,1571.76
OD8272,Amrish,Bakery,Cakes,Krishnagiri,2017-09-10,South,1944,0.22,505.44,Tamil Nadu,10,9,2017,9,September,2017,26.0,427.68,2492.31
OD8275,Yusuf,"Eggs, Meat & Fish",Mutton,Viluppuram,2015-11-01,South,2013,0.17,442.86,Tamil Nadu,1,11,2015,11,November,2015,22.0,342.21,2425.3
OD8276,Arvind,Bakery,Biscuits,Dindigul,2018-11-09,West,1656,0.14,579.6,Tamil Nadu,9,11,2018,11,November,2018,35.0,231.84,1925.58
OD8277,Alan,"Eggs, Meat & Fish",Eggs,Bodi,2015-04-03,West,2209,0.1,706.88,Tamil Nadu,3,4,2015,4,April,2015,32.0,220.9,2454.44
OD8280,Esther,Oil & Masala,Masalas,Karur,2018-10-08,West,868,0.21,260.4,Tamil Nadu,8,10,2018,10,October,2018,30.0,182.28,1098.73
OD8281,Amy,Beverages,Health Drinks,Salem,2017-02-09,West,671,0.25,201.3,Tamil Nadu,9,2,2017,2,February,2017,30.0,167.75,894.67
OD8282,Verma,Beverages,Soft Drinks,Vellore,2018-03-09,West,521,0.24,182.35,Tamil Nadu,9,3,2018,3,March,2018,35.0,125.04,685.53
OD8283,Veena,Fruits & Veggies,Fresh Fruits,Dindigul,2016-09-03,West,1715,0.25,343.0,Tamil Nadu,3,9,2016,9,September,2016,20.0,428.75,2286.67
OD8286,Veena,Snacks,Noodles,Dindigul,2017-01-10,West,835,0.2,334.0,Tamil Nadu,10,1,2017,1,January,2017,40.0,167.0,1043.75
OD8287,Surya,Fruits & Veggies,Fresh Fruits,Pudukottai,2015-04-06,West,2259,0.11,971.37,Tamil Nadu,6,4,2015,4,April,2015,43.0,248.49,2538.2
OD8289,Ridhesh,Fruits & Veggies,Organic Fruits,Trichy,2015-04-03,West,1900,0.23,437.0,Tamil Nadu,3,4,2015,4,April,2015,23.0,437.0,2467.53
OD8292,Yadav,Bakery,Breads & Buns,Pudukottai,2016-12-05,West,2493,0.19,1022.13,Tamil Nadu,5,12,2016,12,December,2016,41.0,473.67,3077.78
OD8294,Amrish,Fruits & Veggies,Fresh Fruits,Namakkal,2017-02-09,West,1500,0.35,360.0,Tamil Nadu,9,2,2017,2,February,2017,24.0,525.0,2307.69
